レビューID,施設ID,施設GID,レビュワー評価,レビュワー名,レビュー日時,レビュー本文,レビュー要約,レビューGID
184,201707,ChIJU4k0wtWMGGARAtFjufGkuhg,5,F・M,2026-03-08T11:39:01.167Z,"（株）ブライダル東京
親同士の説明会に参加した母の勧めで入会いたしました
マッチングアプリとは違いお相手の方の身元確認もしっかりしていて母も私も安心でした
コーディネーターさんも丁寧に親身になって、私の気持ちもいつも受け止めてくださり
セミナーなどで自分磨きをしながら活動をし
素敵な方を見つけることができました
最高の親孝行ができました
ブライダルの皆様ありがとうございました",,Ci9DQUlRQUNvZENodHljRjlvT2w5SFZrTjNSVmxOZVZGWE5HZzVSVkpSWWxsSlFYYxAB
185,201707,ChIJU4k0wtWMGGARAtFjufGkuhg,5,小林真奈実,2026-03-07T07:27:57.539Z,"親御様説明会に参加させて頂き、息子と向き合う覚悟ができました
ありがとうございました",,Ci9DQUlRQUNvZENodHljRjlvT2twZmVWSmhVMk5IUVdwc1QxTlFVRGh5ZFRKcE5GRRAB
186,201707,ChIJU4k0wtWMGGARAtFjufGkuhg,5,けいこ,2026-02-27T07:37:22.071Z,"5回目に紹介された方と結婚が決まりました。
今まで紹介されたどの方もとても素敵な方で、会員のレベルが高いことに驚きました。
入会して良かったです。ありがとうございました。",,Ci9DQUlRQUNvZENodHljRjlvT21rMlJVSm1RbTkzVkhCdlIybDZjRGs0UkVWclJtYxAB
187,201707,ChIJU4k0wtWMGGARAtFjufGkuhg,5,t.t,2026-02-22T16:29:50.739Z,"プロに託そうと決心し8ヶ月ほどお世話になりました。
実感がわかないうちにトントン拍子でお話が進み成婚退会することができました。
コーディネーターさんには大変親切にしていただきちょっとした心配事でも相談に乗っていただきました。プロにお任せして間違いなかったと思います。
一重にコーディネーターさんの親身なお力添えがあったおかげです。感謝しています。",,Ci9DQUlRQUNvZENodHljRjlvT2kxNE1FOXZTVUoxZVVOdWJ6VTVOSGhRVTNKNVpGRRAB
188,201707,ChIJU4k0wtWMGGARAtFjufGkuhg,5,rayu,2026-02-21T05:16:50.087Z,親身になって対応していただき無事成婚にいたりました。,,Ci9DQUlRQUNvZENodHljRjlvT20xaGRYZG1UREI2UzA1UWVWaDJjbmh2V1VOaFRsRRAB
189,201706,ChIJ05uhy9NwA2AROWjw7NhEbGw,5,岡本英揮,2026-04-07T09:16:49.960Z,こちらに入会し、良いご縁をいただくことができました。相手との付き合い方や関係の進め方などアドバイスをいただけ助かりました。,,Ci9DQUlRQUNvZENodHljRjlvT2s5MmFEQkRNRGMyV0VacGRXRkZNbEZzZDNocVdFRRAB
190,201706,ChIJ05uhy9NwA2AROWjw7NhEbGw,5,てんこもり,2026-04-05T02:30:27.631Z,友人の紹介で入会しました。初めての婚活で不安が多い中で、コーディネーターさんにいろいろ相談できて心強かったです。良いご縁をいただけてとても感謝しています。,,Ci9DQUlRQUNvZENodHljRjlvT2xaSFpIUkJXak4xU25rMVMwUnRYMGwzTmxoelUwRRAB
191,201706,ChIJ05uhy9NwA2AROWjw7NhEbGw,5,Y ko,2026-03-31T08:52:49.083Z,私に、本当に寄り添ってくれるコーディネーターがいて心強い。入会して良かった。安心して活動できるのが一番ですね。,,Ci9DQUlRQUNvZENodHljRjlvT214V2IycE9RUzFyVTFjeVdGVk1Va1p5WDJsZlRFRRAB
192,201706,ChIJ05uhy9NwA2AROWjw7NhEbGw,5,山本京子,2026-03-16T04:49:09.296Z,,,Ci9DQUlRQUNvZENodHljRjlvT21odmFISm9TVlZKTkhwd1YwdERWMjkwYlRsdGFHYxAB
193,201706,ChIJ05uhy9NwA2AROWjw7NhEbGw,5,竹村利恵子,2026-03-16T04:47:45.545Z,,,Ci9DQUlRQUNvZENodHljRjlvT2tSMFVVcDVaRW96WVRrNFUzbFpUMWRwVWpnMGFIYxAB
194,202900,ChIJVVVF4tZ_GGARo-X3rWmVT8w,5,隆宏佐藤,2026-03-30T05:23:31.752Z,担当の堀部さんはかなりバイタリティ溢れる方だと思います。まだ入会して間もないのですが何の心配もしておりません。こちらの相談所で無事に成婚まで進みたいと思ってます。,,Ci9DQUlRQUNvZENodHljRjlvT25WVGFYVk1kM0l0U1ZkR1REaEtUbEZIWVZCQ2NXYxAB
195,202900,ChIJVVVF4tZ_GGARo-X3rWmVT8w,5,ひとみ,2026-03-27T10:15:08.409Z,"活動開始からちょうど一年で成婚退会・入籍しました。夫とのご縁を繋いでくださった堀部さんに大変感謝致します。
活動期間中はうまくいかないことも多く辛いこともありましたが、諦めずに頑張って良かったと思っています。
多様な価値観の方とお会いする中で自分にとって大事な事、特に気にならないものが明確になり気持ちと条件の棚卸しが出来たのはとても有意義な時間でした。
真剣交際中に入籍日まで決めたので、それに向かってのスケジュール感なども一緒に考えてくださりとても心強かったです。
本当にありがとうございました！",,Ci9DQUlRQUNvZENodHljRjlvT21SUU4ydG5ZVGxCWms1T1YxaGpNVE5TVDJ4cVExRRAB
196,202900,ChIJVVVF4tZ_GGARo-X3rWmVT8w,5,小玉隆人,2026-03-19T12:52:38.277Z,私はつい先日、婚活レッツさんに入会したばかりなんですが、堀部様、本当に丁寧に面談に応じてくださり、私の今までの婚活が上手くいかなかった原因など、細かく分析してくださり、いろいろなやり方を提案してレクチャーしてくださったり、本当に頼りになります！,,Ci9DQUlRQUNvZENodHljRjlvT20xZmRGRldNVjlyYkMxQlJWZGFkRTA0UkhKWFkyYxAB
197,202900,ChIJVVVF4tZ_GGARo-X3rWmVT8w,5,増田翔,2026-03-12T01:14:22.325Z,まだ入会したばかりですが、時間をしっかりかけて、じっくり相談に乗ってくださり感謝しています。プロフィールの添削も細かくしてくれて助かります。ここなら、これからの活動を頑張っていけそうです。,,Ci9DQUlRQUNvZENodHljRjlvT25kelJuWTJlRkZCYWkxSmRrbGlOa1o1TkhaclIxRRAB
198,202524,ChIJ3RpzsNZ2A2ARed3ZwotsCvQ,5,きーます,2026-03-19T10:07:26.436Z,入会して5ヶ月で素敵な方と結ばれました!手厚いサポートもあり、月に少なくても2.3人とお見合いすることも可能でした。実際お見合いの期間は2ヶ月程度でした。口下手でマッチングアプリが苦手な自分にとっては、アモーシェさんは最適な環境でした。ぜひ、無料カウンセリングだけでも!!,,Ci9DQUlRQUNvZENodHljRjlvT21abFkzVjRWemx0U0hvMGEzaHRTa014ZGpWS1NVRRAB
199,202524,ChIJ3RpzsNZ2A2ARed3ZwotsCvQ,5,fuku 7878,2026-03-19T05:07:04.094Z,担当さんが優しくて頼りにさせていただきました！とてもいい相談所さんでした。,,Ci9DQUlRQUNvZENodHljRjlvT2tWQ1ZYcE5RVWREUXpORU5rMXFYM2N3TFc1SWJHYxAB
200,202524,ChIJ3RpzsNZ2A2ARed3ZwotsCvQ,5,なおなお,2026-03-15T07:03:51.103Z,無事に成婚出来ました、色々とアドバイスして頂いたお陰でです、有り難うございました。,,Ci9DQUlRQUNvZENodHljRjlvT2pGd1JsOXNUMnhMWTJSVVIyMU1UMEZhZG5aTFdXYxAB
201,202524,ChIJ3RpzsNZ2A2ARed3ZwotsCvQ,5,naruyuki,2026-03-15T02:08:57.698Z,"カウンセラーが素敵で親身になってサポートしてくださいました。
そのおかげで自分に合った素敵な方と知り合うことができ、成婚退会できました。",,Ci9DQUlRQUNvZENodHljRjlvT2tWcE5teFZRakF0TkZoTVdYVjBWRlYzV1ZacmVVRRAB
202,202524,ChIJ3RpzsNZ2A2ARed3ZwotsCvQ,1,山﨑憲朗,2026-02-26T11:55:09.049Z,"入会はしてなくて年末に話聞きに行ったが、遠距離希望と言ったら話が噛み合わず本当にこっちの対応もしてくれずに最悪な所でした。

今後はちゃんと遠距離の希望の方がいれば互いの尊重に応えられるような対応をして欲しい感じ

因みにここの結婚相談所は利用するつもりはなし",,Ci9DQUlRQUNvZENodHljRjlvT21wamJUWkZSRWt4WVVWNFRuZHpVM1V5TVhaclFVRRAB
203,201710,ChIJ_0qdbdjzGGAR1IKBhSzIMEo,5,すずし,2026-03-22T08:45:38.000Z,"こちらで成婚退会いたしました。
活動開始前のプロフィール作成の入念さに、まず驚いた記憶があります。私自身のことやどんな結婚生活を送りたいかなどをかなり掘り下げて聞いてくださり、それを元にプロフィール作成や写真撮影のアドバイスをいただけました。
活動開始後も、段階ごとに心掛ける点などを詳細に教えていただけたので安心感がありました。活動中は長文で相談させていただいたこともしばしばありましたが、レスポンスも同じか上回る熱量を感じ、大変なこともありましたが、頑張ろうと思えました。
最終的に素敵な方とのご縁があり、大変感謝しております。",,Ci9DQUlRQUNvZENodHljRjlvT2xwQ1ZIZHRaVkIxVmpOMk1scE1WbXd0ZGpKakxWRRAB
204,201710,ChIJ_0qdbdjzGGAR1IKBhSzIMEo,5,yu a.,2026-02-16T08:17:38.486Z,"初回から温かく迎えて頂き、丁寧にお話しを聞いて頂きました。
婚活アドバイスは的確、且つ優しさも溢れていました。
思っていたよりずっと早い退会となり驚いていますが（笑）

前の私より、自信がついた今の私の方が好きです。婚活期間中は忙しくてヘコむこともありましたが、自分を俯瞰して見つめるいい転機となり、去年の夏に勇気を出してフォリパートナーさんに入って良かったです。有難うございました。",,Ci9DQUlRQUNvZENodHljRjlvT25OdE1FVlZRWGxXYURneFZVWnBjVUpLZFhGUk5FRRAB
205,201785,ChIJL5Dt_J2MGGARCfpV-z8DEcU,1,御杖代祝子,2026-03-14T12:41:21.162Z,,,Ci9DQUlRQUNvZENodHljRjlvT2tFeGQzSlNVVGw2Tm1kelR6VXpkMGxVWVY5aVVYYxAB
206,201785,ChIJL5Dt_J2MGGARCfpV-z8DEcU,5,D K,2026-02-11T03:08:16.413Z,長くお世話になって無事に成婚できました。ありがとうございました。,,Ci9DQUlRQUNvZENodHljRjlvT2xGSWJYTjVPSHBtWDNOaVpVUjVNRkJQYmtZeVFXYxAB
207,201909,ChIJrWffBOOOAGARdAs56MgbuH8,5,ei ha,2026-03-30T01:44:42.454Z,"出会いの手数と質を求めていたのと、振られた勢いに任せてなにもわからないまま駆け込みました。
プロフィールや写真撮影まで至れり尽くせりで大変助かりました。
お見合いを一度経験してみてから、本格的に活動するかを決められるのがとっても良かったです。

今回は相談所とは別のところでご縁がありましたが、プロのお手伝いってすごい！
勉強になることがとてもとても多かったです！

なんでも頼ってね！相談してね！のあたたかい言葉に、なにを頼ったらいいんだろう…と思いながらも
私には困ったときには相談できる存在があるんだ！の環境にいることがとっても心強かったです。
私にとってフラットな意見をもらえるのがとっても貴重でした！
あと、伝え方の言葉のチョイス！！！
状況やお相手に対する捉え方！！！
今後にもバンバン活かせる。

とってもいい経験です！
経験がいきたおかげで彼とも出会えました！
あとシンプルに活動が楽しかった✨

毎回の面談でお会いできるのがとても楽しみだったので、定期的に会えなくなるのが寂しいです
婚活の話もですが、仕事や家族の事いろいろ聞いてもらえて嬉しかったです！
入籍できたらご報告に行かせてください！
たくさんありがとうございました♡",,Ci9DQUlRQUNvZENodHljRjlvT2poZk9VVjRSMmRxVTFoSE5pMWZjVVV0WjBkeVJWRRAB
208,201909,ChIJrWffBOOOAGARdAs56MgbuH8,5,mi,2026-03-26T09:14:40.652Z,"このままではだめだ！と思い立って、元日に来店予約しました。それでも内心は、いい方に巡り会えたらいいなぁ、今動かないと…！という思い以上に、もう40代だしいい人なんていないんじゃ…めんどくさいなーやめようかなーの気持ちの方が強かった私。仲人さんはそんな私でもお話をしっかり聞いて、絶対大丈夫！と背中を押して下さいました。これといった特技や趣味もなく自己アピールの文章も悩みの１つでしたが、私のとりとめのないふんわりした話を上手にまとめて下さり、推薦文も含めて的確な読み取りと愛のある文章に感動しました💕他の相談所さんの文章とは一味違います✨
その後もLINEや面談でお話を聞いてアドバイス（ほぼ笑い話でしたが笑）頂き、緊張感なく楽しみながら過ごさせて頂きました。
そんなこんなで…絶対この人しかいない❣️と思える素敵な彼に出逢うことができ、3ヶ月で成婚退会となりました🥰
先日、ご報告に行かせて頂いた際も大変喜んでくださり、こちらにお世話になってよかったと心から感じました。素敵なご縁に感謝すると共に、元日に動き出した自分を心から褒めてあげたいです笑　私のように一歩踏み出す勇気がまだない方も、ぜひ一度お話だけでも聞きに行ってみてください🌼",,Ci9DQUlRQUNvZENodHljRjlvT2xaUWVIb3RaVkY2ZUVsR1psbFpWRFZ4YWw5VVdVRRAB
209,201909,ChIJrWffBOOOAGARdAs56MgbuH8,5,ナナ,2026-03-02T02:53:25.156Z,"担当の方が親身になって対応してくださり、半年経たずで成婚退会する事が出来ました！
ちょっとした不安や疑問もレスポンス良く対応してくださるので安心して婚活出来ました。
ありがとうございました☺️",,Ci9DQUlRQUNvZENodHljRjlvT2t4Tk4yOXpjMjVPUm14cVpXSmpaMjk0V1ROWFNYYxAB
210,201909,ChIJrWffBOOOAGARdAs56MgbuH8,5,RMruruna 2504,2026-02-26T10:28:43.535Z,兄弟の紹介で利用させて頂きました。1年3ヶ月かかり、途中諦めかけたこともありましたが、スタッフの方が本当に親身にサポートして下さり、今月、成婚退会することが出来ました。本当に素晴らしい相談所様です！,,Ci9DQUlRQUNvZENodHljRjlvT2tGMllWbExUbTlvWVVkNFNVWkxaMDVhU1ZveFZXYxAB
211,203101,ChIJSyhxB4KMGGAR6WlGxxjJ8X8,5,やまとも,2026-03-28T12:06:58.477Z,"これまではマッチングアプリで婚活をしていたが、どうも相手に満足できなかった。
「出会いの質にこだわりたい」という思いで門を叩いたのがこちらの結婚相談所だ。受付嬢・客室乗務員・学校教師など、何人かの女性と実際に会うことに。
その中で学校教師の女性と上手くいくことができた。相手は穏やかで、それでいて正義感のある女性で自分のタイプのど真ん中だった。
こういった素敵な相手と出逢えたのはこちらの結婚相談所のおかげだと強く感じている。あのままマッチングアプリでただ数だけをこなしていても、この素敵な相手とは巡り会えなかっただろう。そう考えると、あのときの自分の選択は間違っていなかったのだ。",,Ci9DQUlRQUNvZENodHljRjlvT21Ob016QlBkbXMyYjA4NWNqUkVSbWQzVGtKT05GRRAB
212,203101,ChIJSyhxB4KMGGAR6WlGxxjJ8X8,5,たか旅,2026-02-12T03:08:50.797Z,やはりマッチングアプリより結婚相談所ですね。出会える女性の質が違うと感じました。みんな真剣に結婚を考えているからこそ、トントン拍子に話が進み無事ゴールすることができました。,,Ci9DQUlRQUNvZENodHljRjlvT25SbVdVMWFNVUpJYVRWUU4ybDVPVmRrYUVWeWVFRRAB
213,202800,ChIJPQnV2H1uA2ARgbpVacfbo28,5,ツ,2026-02-26T05:01:25.736Z,中田さんに支えていただいた事で、前向きに続けて頑張れました。いつも丁寧に接していただいた事ありがとうございました。私の予定のかねあいで離れることになりましたが、彩りさんにお世話になって本当に良かったです。,,Ci9DQUlRQUNvZENodHljRjlvT25nMVEzSk5NamxmUlhkNlkwY3dWVWxEWTNwRGMxRRAB
214,202774,ChIJt45D_pLmAGARClH00l00lIk,1,森裕子,2026-03-03T13:44:02.148Z,"私が若かったからか、スムーズに仮交際、真剣交際が進んでいた中、担当の代表の男性が全然仲介人として機能してくれませんでした。お相手からの情報とか、お相手の動きとか、そういうのを教えてくれなくてやりずらかった。
（お相手が次に進もうと思ってる、とか、プロポーズを考えてる、とか）
しかも別のサイトで悪い口コミ書いたら消された。
いい口コミしか残さないなら、そりゃ高評価ばっかりになるわな。信用できない。
星一つもつけたくないわ。",,Ci9DQUlRQUNvZENodHljRjlvT2paeWVHUlFTbHBXUzFoSFYxWlhTV052Y2xvM2MyYxAB
215,202154,ChIJ80aDj_mOAGARzWiMo2KCmVA,5,ビック,2026-04-09T16:18:44.314Z,"入会手続きまで丁寧かつスムーズに対応していただき、
安心してスタートすることができました。
自念様には親身に話を聞いていただき、説明もとても分かりやすく、不安が前向きな気持ちに変わりました。
信頼できる相談所だと感じており、これからの活動がとても楽しみです。
今後ともよろしくお願いいたします。",,Ci9DQUlRQUNvZENodHljRjlvT2kxaFFWaEhZbkpvYW1GYWRFVjFkV1YyVWtoNGNXYxAB
216,201647,ChIJhV8LOjnuGGAREcUngpOXccg,2,t f,2026-04-11T19:40:00.401Z,"サービスの割に割高なため、こちらを退会しました。
基本的にお見合いの調整と月に1回までのお気に入り登録している方の紹介しかないです。
※月に2回以上紹介を依頼してもらおうとすると苦言を呈されることあり。
お見合い申し込み数は50件まで無料。

価格メリットはだいぶなく、ミニマル結婚相談所の方が安くてサービスがいいです。
月5000円で100件まで申し込み可能、お見合い料金無料。相談料は別途30分3,000円での相談(相談相手はヒトオシのマッチングプランナー)。
【2026/4/1追記】
ヒトオシのサービスプランはIBJの結婚相談所のサービスではなくオンラインマッチングサービスであるため、通常のミニマル相談所とヒトオシのマッチングの両方がついたサービスの月額22,800円のプランと比較するのはナンセンスです。

オーナー様から返信がありましたが現在は削除されているようです。

【2026/4/11追記】
実際の利用者として口コミを書きましたが、ブログにて「他相談所によるやらせ投稿の可能性がある」と受け取れる内容が掲載されており、大変残念に感じました。
事実として、やらせではありません。
低評価の口コミを個別に外部媒体(X,ブログ等)で取り上げる対応は、利用者が率直な意見を書きづらくなる可能性があると思います。
※非常にアンフェアなやり方だと思います。
利用者が安心して口コミできる環境づくりをお願いしたいです。",,Ci9DQUlRQUNvZENodHljRjlvT2tKTU1FRjBkRU5JVEhGS1RYaFhaMVJmVm05dk9HYxAB
217,201647,ChIJhV8LOjnuGGAREcUngpOXccg,5,Ular,2026-04-09T07:35:33.983Z,"50代前半の男性です。活動期間数えきれないほど長く在籍して活動し、最終的に成婚退会しました。
結婚相談所という敷居は高かいと思います。当時、マッチングアプリ経由も同時並行しているので、安く親切な相談所を探してました。他の相談所と比較検討の結果、費用の安さ(NPO法人だから儲け度外視)と代表の人柄に惚れ、こちらを利用することにしました。
入会してからIBJSのシステムが使えることを知りました。ある日はzoomで個別の相談に乗って頂きました。また違うある日はお見合いのやり取りの指針について口論もしました(最後に打ち解けました)。相談所開催のパーティーにも参加させてもらいました(いい思い出です)。
結婚相談所選びに迷っているならば、他の相談所で冷たい扱いされたならば、ぜひこの結婚相談NPOブライダルサポータを選択肢にいれた方がいいですよ。",,Ci9DQUlRQUNvZENodHljRjlvT2tKcVdteENhbVJOWm5FNVpsRlhkbXhJZUZSNmMwRRAB
218,202961,ChIJN_yqctV2A2ARQEYbLEH4c64,5,S,2026-04-11T08:47:04.959Z,"とても親身にサポートしていただきました
対応のスピードも早く、悩んだ時もすぐ相談できて心強かったです。",,Ci9DQUlRQUNvZENodHljRjlvT2t4WWRqQkVjekpLUW1nNVoyeGFjRkU1ZEU5NGJYYxAB
219,202961,ChIJN_yqctV2A2ARQEYbLEH4c64,5,さくら,2026-03-20T06:45:01.126Z,"長年の実績があったため、信頼できると思いアベックを選びました。
実際も大変親身にスピーディーに対応して下さり、心強かったです。また、どんな時も私の気持ちを第一に考えて下さるので無理なく婚活が進められました。",,Ci9DQUlRQUNvZENodHljRjlvT2tKSGEweGFiRzlLYVZRMVUxTXlZMDVYWVhaak1XYxAB
220,202961,ChIJN_yqctV2A2ARQEYbLEH4c64,5,K U,2026-02-21T12:07:36.889Z,"アベックスタッフの方々にはとてもお世話になりました。ありがとうございました。特に担当の阿部さんには、時には厳しく、時には優しく、成婚まで導いていただきました。会員の話を親身になって聞き、その時に応じた適切なアドバイスをしていただける相談所だと思います。
どうぞお元気で、これからもご活躍ください。",,Ci9DQUlRQUNvZENodHljRjlvT2pkQ1EzRkVWMHM1UWtkRk5WbFlOM1pETVVWbGEzYxAB
221,202961,ChIJN_yqctV2A2ARQEYbLEH4c64,5,Momo,2026-02-14T03:07:46.676Z,大手の相談所で行き詰まり、プロの仲人さんがいる相談所を探してアベックに入会しました。阿部さんが担当で40代の婚活の肝を教えていただきました。入会から成婚するまで寄り添って、時には背中を押してくれて、的確なアドバイスをしてくれながら伴走してくれました。アベックは、婚活者主体でサポートしてくれる相談所です。40代の成婚者も多いのでプロの力を求めている方はオススメです！,,Ci9DQUlRQUNvZENodHljRjlvT2tKaFNGaG5VMVpCVm10R1VVdFlVMXBtTFdRemFYYxAB
222,200249,ChIJ_QAgPRvnAGARdHQ4_LvzQQU,5,tomo japan,2026-04-08T13:34:43.662Z,入会して、数カ月で成婚退会をすることができました。担当の方から定期的に電話が掛かってきて進捗状況を聞かれたり、交際中の相手の気持ちも担当者を経由して知ることができて良かったです。相談所が合う合わないは人によってあると思いますが、僕自身は素敵な方と出会えたので入会して良かったと思います。,,Ci9DQUlRQUNvZENodHljRjlvT2tnMVpuaEtWMjFJVTNkVVduQk9kRk5KT0RaaU5tYxAB
223,200249,ChIJ_QAgPRvnAGARdHQ4_LvzQQU,1,まー,2026-02-25T09:22:12.662Z,"結婚相談所としての感想です。
入会当初に言われていたことが履行出来ていませんでした。

現在はどうかわかりませんが、
当時2人体制とのことで、どちらかが休んでいても大丈夫とのことでしたが、その様な対応もなく、
説明を求めたところ、社内では担当者が居られたそうですが、もうお1人の紹介さえありませんでした。

また、定期的な面談などありませんでした。
何がダメだったのかなどのフィードバックはなく、更新のタイミングでの定期面談と称して更新勧誘のみでした。

他の方が記載されている様に
仲人が動かなければただのマッチングアプリ
その通りだと思います。
お見合い相手との温度感の確認は皆無です。
アドバイスは写真を変えてみてはどうか？のみ親身にはなっていただけませんでした。(人によるかもしれません。)

ただ、出会いの場ではあるかと思います。",,Ci9DQUlRQUNvZENodHljRjlvT2paNVFuSXRaSFJsVjFGWGFVSjJSR1ZuWmtzeVozYxAB
224,200244,ChIJfSZDhfLmAGAREHcNcvi569E,1,田中みく,2026-04-12T04:20:58.106Z,"この結婚相談所利用しなければ良かった。お金が本当にもったいない。
24時間以内にメール返信するというのは嘘。仲人は連絡無視や1週間返信ないのは当たり前。
お出かけ日記もあまりちゃんと読んでない。
担当する人数減らしたほうがよい。
一人ひとりに向き合う時間が少なすぎる。
パーティに時間を割かないでフォローに時間をかけてほしい。",,Ci9DQUlRQUNvZENodHljRjlvT21SM055MHpjbDlZZDJ4emFGSnlXV2RhVGtGVE5sRRAB
225,200244,ChIJfSZDhfLmAGAREHcNcvi569E,5,道下昌孝,2026-04-12T02:42:07.740Z,婚活パーティーの後、今回もダメかぁと帰ろうとした時、声をかけて頂いて思い切って入会しました。担当の方が本当に親身になってやり取りして下さって、沢山お見合いもして、最高の方と巡り会えて6ヶ月で成婚退会しました。正直金額が高いなぁと最初思いましたが、今にして思えば、こちらで紹介してもらわないと絶対知り合えない方と出会えて、感謝感謝です。その価値は本当にプライスレスですよ！,,Ci9DQUlRQUNvZENodHljRjlvT2xGT2J5MXVVa042Y2tSNFpYY3lOVVF5YkVSemJsRRAB
226,202153,ChIJY8gVsHrtGGARF1q53vQc0SQ,5,多田亜香里,2026-02-23T11:16:23.797Z,以前からInstagramで担当者の方の投稿を見ており、優しそうな方だなと思い入会をしました！これから頑張ります！,,Ci9DQUlRQUNvZENodHljRjlvT21ORFdsVjJPVEpFWVdGUGNESk1RamRMUkdsUGNWRRAB
227,201695,ChIJ3cVxML-RQTURhufbAiced-g,5,ななこ,2026-03-04T03:21:53.607Z,夫婦でカウンセラーをしていてアットホームなあったかい雰囲気で安心して何でも聞いてくれます。信頼できる相談所です。,,Ci9DQUlRQUNvZENodHljRjlvT2xsVFltRktialF3U0dWbVRqRjRNM2R1VDJwcFJrRRAB
228,201912,ChIJU3Th5MznAGARPiEz3MqaiqE,4,笹,2026-02-11T04:36:32.201Z,"セブン結婚相談所は他の相談所と比較して、入会金・月会費・成婚料が非常に安価です。
ただし料金が安い分、サポートは手厚くありません。セブン結婚相談所は「お節介型」ではないため、自分から積極的に動ける人が前提となっています。
私自身、おせっかい型の相談所から移籍してセブン結婚相談所で成婚退会しましたが、正直サポート内容に大きな差は感じませんでした。
担当者はお見合いの日程調整や相手とのやり取りを非常にスピーディーに対応してくれて、ストレスなく活動を進められた点が特に良かったです。
この相談所をおすすめできる人
・自分から積極的に活動できる人
・お見合いやデートごとに自分で振り返りを行い、必要なら相談所に自ら相談できる人
この相談所をおすすめしにくい人
・相談所主導の手厚いサポートを強く求める人
・お見合い・デートの振り返りが苦手で、課題に自分では気づきにくい人

公式HPでも明記されている通り、セブン結婚相談所は「お節介型」ではありません。そのため、お見合いやデートでの振る舞い・言動に問題があっても、自分で気づけないと仮交際（プレ交際）→真剣交際へと進みにくくなってしまいます。
おせっかい型の相談所であれば、定期面談などでプロのカウンセラーが活動の課題を指摘・アドバイスしてくれますが、セブン結婚相談所の場合は「相談したい」と思った時点で自分で連絡・相談する必要があるため、その部分が苦手な方には向いていないと言えます。

口コミに「最低の相談所だ」と書いてる人がいますが、そもそも成婚退会できる人は10〜30%適度なのでどこ相談所で活動しようが、結婚できる人はできるし、できない人はできません。
相談所を変える前に、自分自身の悪いところを見つめ直し、変えないことにはいつまでも結婚できないと思います。
もし、口コミに対して不安をお持ちでしたら、無料相談もやっていますので、一度相談へ行ってみてはいかがでしょうか？",,Ci9DQUlRQUNvZENodHljRjlvT25ndFVFaEtiMWRFVTI5VE9FSkxlRVpwWlhJNFQzYxAB
229,200239,ChIJ7dBGf5kpC18R7T1IaausNkE,1,あややま,2026-02-22T10:33:30.856Z,"こちらが主催の婚活ﾊﾟｰﾃｨｰに参加しました。トーク後、スマホを使い気に入った番号のかたにハートを送るのですが、その間受付の方から主催者達と思われる女子達の大爆笑が2.3度😰
私以外にも、なんだ？大爆笑😅と思ってるかたたくさん居ると思います。ヤバくないですか？",,Ci9DQUlRQUNvZENodHljRjlvT25VMlJFRldZbkpETnkxSk1VczRPVzk2ZWs1aFNrRRAB
230,200251,ChIJa4drJ5cIAWARMZQ7bIwjyqg,5,ಠ_ಠ,2026-02-24T01:00:52.816Z,"こちらの会場で開催された街コンに参加し、担当の丸田様に声を掛けて頂いたことがきっかけで、フィオーレ四条烏丸店の結婚相談所に入会を決意しました。

1度成婚退会をしたのですが、色々あって出戻りし、今の夫と出会い、結婚することができました。トータルの活動期間自体は5ヶ月程です。

丸田様は明らかにキャリアが上の女性で、責任ある立場で活躍されている方なのに、実際お話ししてみると、すごく物腰柔らかくて、穏やかで、何より会話を本当に楽しんでくださる方でした。親しみやすく、どんな話でもしっかり共感して、寄り添ってくださいます。丸田様と面談した後はいつも自然に「わたしのままで良いんだ」と、自己肯定感がスッと引き上げられるような安心感がありました。本当に大好きな方です☺️

結婚相談所、京都の相談所で迷われている方、不安な気持ちがある方、相談所を乗り換えようと考えている方、口コミを見て探している方がいらっしゃれば、高い費用だったとしても、入会されるなら四条烏丸のフィオーレをおすすめします。出会いやご縁は絶対と保証はできませんが、是非一度、丸田様にご相談してみてください。

気づきや学びがたくさんあった半年間でした。出会いのきっかけをくださり、そしてかけがえの無いご縁をいただき、本当にありがとうございます。",,ChdDSUhNMG9nS0VJQ0FnSUMzN01tZjFBRRAB
231,200251,ChIJa4drJ5cIAWARMZQ7bIwjyqg,5,Natsu,2026-02-16T02:07:11.674Z,"丸田さんにご担当頂きました！
お相手は別の場所で知り合った方でしたが、とても親切でなんでも話しやすく、とても助かりました☺️✨",,Ci9DQUlRQUNvZENodHljRjlvT21vMlkwVTBSUzFpZFd4VWNUbGZVVFZuVGt3d1YxRRAB
232,202250,ChIJHVGsSI55A2ARaLL_QQvbl6g,5,Akatsuka_ryo,2026-04-07T13:32:08.805Z,"活動自体はPCやアプリを使ったもので、システムはどこの相談所でも同じだと思います。
差がでるのはやっぱりカウンセラーさんの対応で、そういった面ではこちらに入会して正解でした。
特に友子さんのカウンセリングには元気と希望をもらえます。
落ち込んだり迷ったりすることも多々ありますが、その都度親身になって相談に乗っていただけたので、こんな私でも成婚卒業することができました。
本当にお世話になりました。",,Ci9DQUlRQUNvZENodHljRjlvT2pBeWVraGZWVlpWYWpKbGVsbENlRTFETlZoc1UyYxAB
